GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
0500000US05033,05033,"Crawford County, Arkansas",45442,187,9161,959,27008,1629,6654,951,2619,399,37530,1088,7173,893,22772,1468,5262,813,2323,362,4443,957,1036,384,2367,764,918,366,122,103,1831,451,497,238,878,369,358,187,98,79,1568,599,385,256,991,450,116,123,76,90,70,99,70,99,0,151,0,151,0,151
0500000US05035,05035,"Crittenden County, Arkansas",38864,57,11868,847,17377,1372,6657,856,2962,379,30146,1158,8205,722,14463,1218,4819,693,2659,357,6256,1018,2734,639,2012,713,1344,407,166,112,754,300,304,209,194,147,228,137,28,35,1689,474,625,266,708,325,266,158,90,97,19,32,0,151,0,151,0,151,19,32
0500000US05045,05045,"Faulkner County, Arkansas",80935,139,24038,893,44343,1493,9099,990,3455,367,62266,1538,14973,1074,37552,1508,6681,784,3060,347,9165,1265,4121,738,3611,835,1195,316,238,149,6291,1162,3781,620,1871,774,543,242,96,81,2787,621,926,290,1211,389,650,259,0,151,426,164,237,129,98,90,30,49,61,91
0500000US05051,05051,"Garland County, Arkansas",78410,144,18057,1136,40555,1470,12342,1202,7456,545,63504,1381,13223,1109,34523,1476,9081,981,6677,531,8532,1087,2825,622,3163,755,2046,531,498,263,2596,719,998,427,857,327,605,293,136,114,3396,735,797,400,1864,526,590,260,145,129,382,292,214,229,148,164,20,32,0,151
0500000US05055,05055,"Greene County, Arkansas",31588,55,5389,569,18962,1128,4709,736,2528,354,26131,885,4028,623,16504,1102,3425,585,2174,330,3563,823,896,410,1557,519,878,346,232,129,947,374,283,163,317,182,287,206,60,71,834,386,164,106,489,323,119,109,62,62,113,115,18,28,95,110,0,151,0,151
0500000US05057,05057,"Hempstead County, Arkansas",18295,114,4123,546,10120,877,2585,504,1467,259,15486,674,3294,579,8696,858,2106,460,1390,271,1539,546,482,277,776,362,274,160,7,12,786,341,335,206,281,170,124,95,46,38,484,260,12,17,367,253,81,73,24,39,0,151,0,151,0,151,0,151,0,151
0500000US05059,05059,"Hot Spring County, Arkansas",25410,85,5438,614,12931,867,4889,719,2152,298,21423,700,3950,513,11608,857,3876,644,1989,304,1455,536,460,266,533,294,427,244,35,34,1753,531,740,384,527,264,440,258,46,41,736,568,253,151,255,262,146,204,82,107,43,57,35,60,8,13,0,151,0,151
0500000US05063,05063,"Independence County, Arkansas",27809,119,5319,519,16296,975,4029,588,2165,325,22971,706,3982,577,14429,897,2634,423,1926,327,2682,585,620,218,979,408,925,341,158,85,1294,413,348,195,554,263,311,170,81,97,733,281,303,123,271,174,159,130,0,151,129,112,66,78,63,79,0,151,0,151
0500000US05069,05069,"Jefferson County, Arkansas",63824,149,20668,1039,26923,1572,11133,1009,5100,480,52792,1327,15542,1137,24020,1447,8794,885,4436,460,6987,1031,3562,649,1531,520,1460,416,434,192,2176,500,752,229,813,342,465,194,146,145,1819,590,789,350,559,308,387,215,84,87,50,47,23,39,0,151,27,34,0,151
0500000US05071,05071,"Johnson County, Arkansas",19066,161,4340,568,9910,835,3048,579,1768,252,16362,665,3452,546,8879,879,2373,517,1658,242,1426,386,560,232,392,232,454,167,20,33,791,399,136,96,462,326,175,160,18,20,403,227,159,100,177,145,46,63,21,37,84,98,33,53,0,151,0,151,51,78
0500000US05083,05083,"Logan County, Arkansas",18132,88,2849,385,11096,844,2756,569,1431,263,15526,672,2275,371,9760,864,2129,476,1362,242,1392,463,363,194,660,349,300,155,69,71,686,403,122,94,391,293,173,124,0,151,516,302,89,68,273,186,154,157,0,151,12,21,0,151,12,21,0,151,0,151
0500000US05085,05085,"Lonoke County, Arkansas",48097,121,10347,802,28188,1034,6748,733,2814,282,39537,934,8096,705,24181,949,4777,581,2483,304,3695,778,921,347,1634,512,1053,314,87,72,3029,585,943,353,1324,426,641,233,121,75,1561,398,301,155,912,348,225,118,123,132,275,159,86,84,137,115,52,68,0,151
0500000US05091,05091,"Miller County, Arkansas",33543,45,7976,703,17029,1200,5856,844,2682,364,26634,1016,5568,703,14782,1140,3798,620,2486,360,3275,736,1153,466,955,425,1008,296,159,140,977,327,292,119,311,224,374,218,0,151,2543,670,963,377,867,359,676,372,37,62,114,163,0,151,114,163,0,151,0,151
0500000US05093,05093,"Mississippi County, Arkansas",35851,47,9573,757,16667,1075,5895,649,3716,435,29899,843,7674,825,14566,1058,4538,569,3121,415,4198,825,1278,388,1530,438,987,297,403,246,928,317,488,212,284,184,106,80,50,66,739,331,87,64,246,172,264,180,142,136,87,80,46,59,41,53,0,151,0,151
0500000US05103,05103,"Ouachita County, Arkansas",21318,65,5016,486,10142,867,3703,606,2457,357,18661,515,4249,547,9138,753,3052,537,2222,362,1576,446,394,203,611,309,390,222,181,117,697,255,286,171,168,100,197,122,46,46,366,219,74,69,225,176,59,60,8,14,18,24,13,22,0,151,5,9,0,151
0500000US05107,05107,"Phillips County, Arkansas",16971,69,4990,544,7675,790,2011,532,2295,266,13906,614,3951,524,6437,719,1410,363,2108,258,2333,637,768,299,918,349,493,294,154,111,187,135,45,53,112,112,16,19,14,24,530,264,226,143,193,156,92,88,19,27,15,24,0,151,15,24,0,151,0,151
0500000US05111,05111,"Poinsett County, Arkansas",19711,77,4298,424,10605,699,3047,477,1761,244,16030,708,2959,406,9301,719,2165,356,1605,252,2688,739,1048,457,885,415,621,293,134,93,670,293,237,179,257,172,154,101,22,36,287,148,54,64,126,95,107,80,0,151,36,44,0,151,36,44,0,151,0,151
0500000US05113,05113,"Polk County, Arkansas",16260,66,2910,404,9507,692,2211,438,1632,275,13634,538,2234,426,8413,696,1617,359,1370,244,1297,356,328,177,408,209,373,187,188,142,748,375,226,129,465,326,57,53,0,151,553,248,94,77,221,136,164,117,74,83,28,37,28,37,0,151,0,151,0,151
0500000US05115,05115,"Pope County, Arkansas",46732,225,12101,884,24546,1237,7075,850,3010,414,36797,1174,7437,810,21447,1167,5247,756,2666,368,5258,999,2318,616,1571,554,1264,406,105,88,3126,585,1782,454,971,402,317,188,56,55,1408,330,421,185,557,297,247,147,183,177,143,116,143,116,0,151,0,151,0,151
0500000US05119,05119,"Pulaski County, Arkansas",291632,164,82165,2179,141037,3393,48766,2124,19664,1104,233704,2757,57161,2185,122904,2726,36224,2012,17415,1061,37312,2496,15475,1474,12008,1623,8307,908,1522,471,9967,1405,5670,956,1704,451,2233,662,360,178,9305,1214,3589,706,3489,884,1860,423,367,188,1344,390,270,155,932,356,142,151,0,151
0500000US05123,05123,"St. Francis County, Arkansas",21247,15,6927,517,9193,641,3474,421,1653,226,17941,556,5294,618,8124,582,2988,399,1535,240,1655,484,789,368,610,322,140,108,116,85,502,277,311,219,64,70,125,116,2,4,1073,265,482,171,370,187,221,120,0,151,76,72,51,58,25,41,0,151,0,151
0500000US05125,05125,"Saline County, Arkansas",74997,277,17244,966,42937,1535,10528,983,4288,486,63274,1235,12685,1081,39048,1424,7506,857,4035,470,5830,902,2204,604,2131,505,1358,366,137,117,4412,683,2066,574,1134,374,1129,359,83,56,1386,428,267,142,608,225,478,353,33,41,95,97,22,36,16,27,57,86,0,151
0500000US05131,05131,"Sebastian County, Arkansas",93853,181,20953,1321,49165,1718,16440,1216,7295,637,74338,1772,14747,1198,42176,1787,11263,1045,6152,631,12408,1538,4042,679,4651,1104,3038,643,677,212,3135,666,1217,377,957,417,781,291,180,147,3647,901,832,321,1249,436,1280,618,286,180,325,173,115,112,132,103,78,94,0,151
0500000US05139,05139,"Union County, Arkansas",34949,48,8289,547,18581,941,5026,670,3053,363,29947,842,6244,587,16868,1008,4147,624,2688,338,3199,689,1586,423,843,339,557,213,213,147,880,347,176,136,457,278,139,130,108,120,881,324,258,131,407,281,172,104,44,64,42,40,25,29,6,9,11,18,0,151
0500000US05143,05143,"Washington County, Arkansas",147349,106,43851,1447,77510,2086,18912,1421,7076,541,106513,2113,23494,1439,63989,1822,12914,1258,6116,505,24372,1912,11573,1233,8134,1398,3977,733,688,263,7846,1103,4810,682,1725,536,1171,398,140,112,7615,1156,3452,793,3247,763,798,336,118,82,1003,372,522,276,415,270,52,61,14,24
0500000US05145,05145,"White County, Arkansas",58371,89,13929,676,31993,1313,8693,942,3756,429,46497,1204,8954,706,28130,1259,6153,698,3260,413,6857,1155,2472,600,2455,663,1680,507,250,117,2167,524,857,298,762,273,369,219,179,142,2583,665,1422,397,640,380,468,318,53,54,267,124,224,121,6,13,23,39,14,23
0500000US05149,05149,"Yell County, Arkansas",16811,147,3256,353,9411,679,2464,513,1680,276,14207,579,2777,400,8096,642,1966,446,1368,276,1691,450,333,220,1054,346,161,90,143,112,740,374,79,52,261,158,307,302,93,82,117,95,11,20,0,151,30,34,76,82,56,70,56,70,0,151,0,151,0,151
0500000US06001,06001,"Alameda County, California",1168254,*****,404592,5140,556489,6457,141633,4419,65540,2158,967701,5895,308464,5887,484998,6376,114858,3770,59381,1970,117575,4926,53460,3560,42202,2697,17729,1533,4184,847,49426,2753,26533,1836,15037,1826,6767,925,1089,427,18919,1865,9841,1091,7013,1324,1637,413,428,161,14633,1840,6294,1022,7239,1240,642,331,458,348
0500000US06005,06005,"Amador County, California",33108,177,7704,770,18158,1149,5167,712,2079,376,27116,934,5548,705,16051,1211,3707,566,1810,344,2442,762,852,406,826,477,698,324,66,72,3276,538,1251,282,1187,437,635,235,203,185,265,189,44,69,94,110,127,157,0,168,9,15,9,15,0,168,0,168,0,168
0500000US06007,06007,"Butte County, California",179959,94,63743,1586,77482,1996,26474,1475,12260,875,137541,2145,38719,1793,67372,1972,20329,1454,11121,838,26682,1914,15382,1425,6120,990,4473,927,707,220,12172,1365,8018,997,2580,750,1350,665,224,118,2553,677,1042,431,1033,424,322,145,156,152,1011,460,582,345,377,261,0,168,52,84
0500000US06009,06009,"Calaveras County, California",39679,151,10323,1239,21318,1531,5241,978,2797,530,35099,1059,8303,1194,19495,1515,4654,907,2647,516,2701,1002,1178,543,1145,710,310,251,68,66,1235,370,513,265,493,220,206,157,23,39,565,350,313,275,163,189,30,53,59,67,79,88,16,26,22,36,41,73,0,168
0500000US06011,06011,"Colusa County, California",15944,148,4342,490,9032,580,1559,317,1011,245,12985,657,3194,492,7832,540,1069,295,890,228,1933,516,653,308,897,425,281,132,102,83,668,217,301,115,214,163,134,94,19,33,243,153,129,118,39,68,75,84,0,168,115,163,65,85,50,81,0,168,0,168
0500000US06013,06013,"Contra Costa County, California",805612,228,241225,3368,428703,4488,91567,2526,44117,1670,682437,5385,189743,3785,378703,5018,73932,2392,40059,1704,76419,4639,32008,2837,30599,2458,11399,1448,2413,513,31475,2551,13944,1549,11745,1549,4608,620,1178,301,8978,1256,3602,792,4087,991,997,362,292,130,6303,1164,1928,461,3569,935,631,264,175,96
0500000US06015,06015,"Del Norte County, California",24179,207,7335,829,10820,994,3966,543,2058,374,19917,829,5886,787,9276,859,2881,442,1874,365,1815,563,509,291,723,339,565,284,18,30,1638,368,635,223,487,258,395,197,121,95,703,391,229,188,334,334,95,111,45,67,106,132,76,107,0,168,30,54,0,168
0500000US06017,06017,"El Dorado County, California",144248,382,40124,1730,80326,2258,17296,1497,6502,595,121476,1982,29498,1816,72283,2170,13746,1275,5949,573,10987,1654,5424,1166,3592,864,1730,530,241,120,8841,1364,3789,1092,3471,831,1313,462,268,148,2397,751,1255,532,735,403,363,214,44,43,547,253,158,141,245,159,144,141,0,168
0500000US06019,06019,"Fresno County, California",665377,89,233015,3603,318080,4903,78968,2612,35314,1592,551455,4989,179286,3657,278895,4474,61713,2493,31561,1564,82841,4152,37563,2952,29942,2551,12773,1262,2563,488,20347,1813,10230,1197,5768,1036,3533,639,816,307,6166,908,3104,692,2145,562,709,205,208,155,4568,1065,2832,914,1330,365,240,135,166,113
0500000US06023,06023,"Humboldt County, California",107606,137,38931,1397,46148,1763,15947,1200,6580,596,85261,1351,26273,1426,40681,1646,12488,1028,5819,586,13674,1291,7598,992,3487,718,2195,563,394,139,5849,686,3756,576,1140,443,731,248,222,137,2280,646,924,360,708,338,503,275,145,137,542,265,380,259,132,107,30,40,0,168
0500000US06025,06025,"Imperial County, California",119629,113,39713,1411,60010,1946,13200,1097,6706,664,101102,1624,33257,1493,51640,1652,10095,975,6110,631,9820,1541,3228,741,4714,1155,1524,423,354,175,5503,737,2453,411,2211,605,794,279,45,44,1168,373,349,139,406,188,316,194,97,93,2036,639,426,215,1039,404,471,315,100,98
0500000US06029,06029,"Kern County, California",578128,51,192487,3165,277260,4654,75686,3096,32695,1521,454063,4551,135388,3322,234684,4791,55184,2706,28807,1488,73775,3771,33402,2268,25557,2304,12172,1310,2644,551,35910,2296,17827,1658,10943,1322,6183,910,957,326,10017,1521,4348,856,3732,943,1669,508,268,146,4363,999,1522,572,2344,771,478,372,19,31
0500000US06031,06031,"Kings County, California",112540,48,40005,1253,53271,1777,14281,1155,4983,542,87113,2030,27879,1567,43928,1755,10825,1007,4481,540,9577,1301,3726,667,4273,993,1399,437,179,124,11133,1364,6122,1051,3057,636,1716,365,238,154,3745,1079,2042,913,1485,561,143,114,75,113,972,515,236,182,528,332,198,202,10,19
0500000US06033,06033,"Lake County, California",53174,155,13993,1230,25456,1807,9438,1234,4287,629,44772,1327,10687,1110,23037,1808,7059,991,3989,626,4147,903,1728,572,1046,486,1162,438,211,122,3734,1124,1445,601,1219,559,1034,434,36,59,408,269,41,47,154,133,162,200,51,63,113,131,92,128,0,168,21,34,0,168
0500000US06035,06035,"Lassen County, California",29989,211,9985,860,13986,939,4912,660,1106,212,21009,846,5450,690,11124,873,3496,547,939,212,2864,663,1594,580,774,340,453,236,43,70,4313,544,2140,427,1375,380,718,312,80,64,1599,560,801,521,509,301,245,286,44,70,204,280,0,168,204,280,0,168,0,168
0500000US06037,06037,"Los Angeles County, California",7719050,*****,2953672,12426,3444960,17136,896166,9775,424252,5533,6692796,17028,2441100,13629,3096648,16179,763300,8917,391748,5268,766329,14418,370907,10755,266587,8675,104012,3539,24823,1642,97727,3947,55437,2765,25968,2397,13515,1367,2807,568,89631,4019,52357,2941,23968,1873,11175,1071,2131,486,72567,6194,33871,3171,31789,3905,4164,779,2743,644
0500000US06039,06039,"Madera County, California",110384,135,34411,1426,57440,1764,13053,1000,5480,571,89966,1903,25806,1617,49610,1640,9758,870,4792,547,10356,1439,4255,940,4532,826,1348,409,221,110,8232,1002,3553,648,2575,620,1707,367,397,210,664,271,61,72,398,243,135,96,70,70,1166,592,736,361,325,318,105,121,0,168
0500000US06041,06041,"Marin County, California",206683,120,57382,1942,106108,2886,32380,1705,10813,818,173842,1996,43161,2008,94305,2673,26398,1470,9978,765,15236,1642,6393,1186,5480,975,2901,555,462,215,13072,1459,5901,912,4359,1024,2580,505,232,126,2828,817,1262,403,1150,522,398,309,18,31,1705,425,665,258,814,325,103,96,123,107
0500000US06045,06045,"Mendocino County, California",71121,136,20351,1101,33944,1713,12128,1169,4698,475,61335,995,16387,1099,30858,1632,9713,1057,4377,458,5928,893,2290,582,1859,502,1599,508,180,105,2268,487,956,325,609,250,624,218,79,96,1188,384,516,239,467,240,192,111,13,23,402,271,202,172,151,134,0,168,49,59
0500000US06047,06047,"Merced County, California",178403,120,57012,1997,92210,2764,20027,1616,9154,797,144989,2342,43114,2029,78835,2702,14829,1234,8211,676,23585,2073,9528,1352,9814,1463,3600,779,643,248,7727,1432,3467,786,2688,790,1383,534,189,143,1616,494,680,259,653,347,172,116,111,93,486,201,223,139,220,124,43,47,0,168
0500000US06053,06053,"Monterey County, California",314327,117,102238,2440,158669,3116,37041,1649,16379,935,256902,3285,77512,2646,136112,2972,28858,1475,14420,948,32593,3097,12348,1742,13961,1973,5053,716,1231,377,13255,1375,6857,862,3687,834,2287,426,424,186,6966,689,3578,405,2698,501,528,207,162,106,4611,1047,1943,562,2211,761,315,341,142,110
0500000US06055,06055,"Napa County, California",106868,154,31717,1148,54749,1730,13057,1155,7345,623,87960,1877,22992,1495,48138,1826,10404,948,6426,660,10279,1411,3679,849,4382,974,1707,552,511,234,5716,950,3587,752,1196,368,599,227,334,167,1720,639,699,355,627,337,347,259,47,48,1193,482,760,345,406,279,0,168,27,44
0500000US06057,06057,"Nevada County, California",82809,193,20168,1418,46921,1884,11041,1060,4679,599,69953,1791,15119,1266,42138,1830,8661,905,4035,587,7229,1229,2643,704,2520,740,1542,555,524,282,3868,912,1490,624,1707,621,569,224,102,78,1578,897,859,822,432,259,269,191,18,37,181,157,57,76,124,120,0,168,0,168
0500000US06059,06059,"Orange County, California",2345873,*****,750150,6293,1207791,7905,270724,5388,117208,3077,1976495,7789,586752,6936,1061187,8434,222043,4684,106513,2992,246591,7036,104539,4230,100353,4659,34875,1904,6824,929,70087,3210,36997,2142,21971,2001,8845,994,2274,437,30950,2086,13199,1332,13205,1671,3556,624,990,330,21750,1960,8663,1173,11075,1337,1405,385,607,219
0500000US06061,06061,"Placer County, California",264243,53,68856,2010,149306,2769,31924,1832,14157,957,217945,2549,49356,2061,131332,3058,24767,1747,12490,858,22896,2234,9275,1238,9018,1553,3954,778,649,232,16759,1821,7119,1214,6217,995,2653,463,770,308,4483,764,2087,523,1741,570,478,231,177,119,2160,579,1019,423,998,373,72,88,71,92
0500000US06063,06063,"Plumas County, California",17955,337,3578,766,10061,1093,3186,723,1130,357,14225,922,2034,534,9087,1035,2064,617,1040,334,1694,645,494,341,629,399,507,380,64,76,1027,488,323,278,299,249,379,294,26,36,947,578,665,477,46,78,236,223,0,168,62,95,62,95,0,168,0,168,0,168
0500000US06065,06065,"Riverside County, California",1533020,*****,483523,5081,786442,7383,179218,4389,83837,2156,1246454,7073,371754,5247,662777,6742,138627,3789,73296,2140,157996,6904,64244,3899,63131,3458,25274,2009,5347,702,95250,4712,34449,2666,45628,3487,12013,1316,3160,629,22081,2171,8400,1239,9490,1359,2535,527,1656,604,11239,1881,4676,1213,5416,1064,769,307,378,186
0500000US06067,06067,"Sacramento County, California",1075257,*****,349556,4151,512058,5917,152370,3917,61273,1999,860487,6148,251902,4373,436285,5300,118303,3932,53997,1784,143875,5242,65159,3430,49289,3443,24499,1561,4928,969,47211,2446,23523,1552,15432,1657,6782,771,1474,378,16101,2244,6484,1371,6560,1262,2413,494,644,220,7583,1416,2488,570,4492,1114,373,189,230,165
0500000US06069,06069,"San Benito County, California",41310,68,12011,1022,24260,1377,3666,605,1373,278,33971,1356,8882,1178,20858,1180,2987,495,1244,238,3187,900,1508,689,1088,466,519,275,72,87,1402,532,506,230,682,377,157,103,57,61,189,151,78,81,108,133,3,5,0,168,2561,957,1037,982,1524,965,0,168,0,168
0500000US06071,06071,"San Bernardino County, California",1493315,*****,509132,6198,725193,7335,189608,4420,69382,2432,1232480,6443,400360,6426,623182,7414,148658,4413,60280,2275,148887,6099,61297,3456,56861,4065,25558,2077,5171,733,80234,3936,33879,2601,31471,2645,12320,1078,2564,508,20725,1882,8570,1001,9049,1261,2400,493,706,225,10989,1285,5026,790,4630,915,672,274,661,321
0500000US06073,06073,"San Diego County, California",2339268,*****,784222,6861,1147283,8833,287025,5358,120738,2895,1881111,7447,569280,6806,979145,8970,224586,4632,108100,2477,301979,6795,137528,4925,108888,4664,47119,2426,8444,1108,59429,2542,33301,2092,17910,2082,6409,1058,1809,437,69256,2780,31549,2108,28885,1869,7020,941,1802,444,27493,2145,12564,1402,12455,1270,1891,472,583,261
0500000US06075,06075,"San Francisco County, California",666798,163,294148,4336,256138,4865,73391,2510,43121,1415,558214,3413,228629,4014,227870,4553,61636,2399,40079,1363,58514,3079,33605,2268,16329,1624,6703,1043,1877,483,27628,1752,18548,1359,4981,932,3330,701,769,275,14658,1423,9581,904,3398,719,1435,454,244,189,7784,1020,3785,684,3560,712,287,199,152,96
0500000US06077,06077,"San Joaquin County, California",504459,211,160617,2844,254100,3873,60285,2615,29457,1294,407831,4438,121447,3344,215413,3579,46170,2212,24801,1273,65213,3938,26478,2443,25423,2302,9963,1143,3349,756,20487,2083,8528,1078,8207,1379,3096,504,656,234,5733,1177,2650,715,1519,539,988,331,576,359,5195,1192,1514,604,3538,910,68,56,75,78
0500000US06079,06079,"San Luis Obispo County, California",220362,208,73356,1868,108587,2635,25953,1480,12466,937,166515,2568,43617,1951,92020,2307,20286,1315,10592,753,30621,2189,15870,1553,10841,1643,2882,506,1028,509,18852,1613,11973,1070,3738,769,2418,571,723,352,3373,787,1457,358,1516,637,308,148,92,78,1001,285,439,162,472,248,59,55,31,51
