GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
0500000US42043,42043,"Dauphin County, Pennsylvania",21403,*****,10702,*****,4262,*****,4100,248,162,248,162,248,0,172,6440,*****,4735,542,1705,542,759,442,946,597,10701,*****,4008,*****,3951,95,57,95,0,172,57,95,6693,*****,4812,856,1881,856,423,638,1458,693
0500000US42045,42045,"Delaware County, Pennsylvania",18945,*****,9591,245,3147,245,3033,260,114,113,72,88,42,71,6444,*****,3602,548,2842,548,1335,578,1507,752,9354,245,3181,245,3115,256,66,85,66,85,0,172,6173,*****,3160,648,3013,648,813,499,2200,789
0500000US42055,42055,"Franklin County, Pennsylvania",7330,*****,4270,407,2170,371,2170,371,0,172,0,172,0,172,2100,142,1125,495,975,472,373,351,602,526,3060,407,918,370,918,370,0,172,0,172,0,172,2142,142,662,503,1480,541,62,119,1418,591
0500000US42069,42069,"Lackawanna County, Pennsylvania",12532,*****,5634,319,1885,268,1766,289,119,130,23,45,96,118,3749,174,2830,404,919,385,551,372,368,233,6898,319,3157,268,3115,271,42,73,0,172,42,73,3741,174,2973,416,768,384,464,329,304,178
0500000US42071,42071,"Lancaster County, Pennsylvania",50465,*****,25265,*****,9609,*****,9436,200,173,200,77,123,96,165,15656,*****,12495,1055,3161,1055,918,592,2243,922,25200,*****,9181,*****,8944,272,237,272,167,235,70,120,16019,*****,12106,980,3913,980,1512,560,2401,967
0500000US42077,42077,"Lehigh County, Pennsylvania",73556,*****,36875,*****,13734,*****,13406,293,328,293,126,213,202,204,23141,*****,15315,1900,7826,1900,3463,1249,4363,1427,36681,*****,12758,*****,12560,275,198,274,0,172,198,274,23923,*****,17806,1406,6117,1406,3202,1125,2915,1111
0500000US42079,42079,"Luzerne County, Pennsylvania",27342,*****,13957,383,5329,383,5020,445,309,284,62,103,247,248,8628,*****,3478,933,5150,933,1904,844,3246,941,13385,383,5225,383,4545,456,680,435,116,161,564,422,8160,*****,3090,669,5070,669,1798,524,3272,668
0500000US42089,42089,"Monroe County, Pennsylvania",23720,*****,12137,528,4369,528,4369,528,0,172,0,172,0,172,7768,*****,5855,895,1913,895,1134,526,779,636,11583,527,3318,527,3318,527,0,172,0,172,0,172,8265,*****,5819,906,2446,906,1734,677,712,485
0500000US42091,42091,"Montgomery County, Pennsylvania",37788,*****,20103,*****,6894,*****,6549,323,345,323,150,161,195,316,13209,*****,5991,1057,7218,1056,1402,458,5816,1043,17685,*****,6429,*****,6143,217,286,216,157,162,129,128,11256,*****,6034,955,5222,955,1978,617,3244,968
0500000US42095,42095,"Northampton County, Pennsylvania",35021,*****,17665,*****,6217,*****,5785,390,432,390,0,172,432,390,11448,*****,7989,1008,3459,1009,992,578,2467,910,17356,*****,5610,*****,5331,292,279,291,0,172,279,291,11746,*****,8410,940,3336,940,1514,606,1822,816
0500000US42101,42101,"Philadelphia County, Pennsylvania",206033,*****,102097,*****,34783,*****,33232,922,1551,922,220,214,1331,866,67314,*****,49793,3135,17521,3135,5317,1390,12204,2918,103936,*****,33537,*****,32294,1021,1243,1021,63,103,1180,1015,70399,*****,56695,2430,13704,2431,4343,979,9361,2462
0500000US42107,42107,"Schuylkill County, Pennsylvania",5026,*****,3170,189,1136,119,946,231,190,238,0,172,190,238,2034,134,1075,439,959,445,78,74,881,438,1856,189,640,119,608,122,32,51,32,51,0,172,1216,134,587,282,629,251,133,139,496,263
0500000US42133,42133,"York County, Pennsylvania",27731,*****,14726,257,5882,257,5533,405,349,365,35,63,314,361,8844,*****,6349,841,2495,841,1130,543,1365,782,13005,257,4778,257,4778,257,0,172,0,172,0,172,8227,*****,6020,974,2207,974,1050,500,1157,787
0500000US44003,44003,"Kent County, Rhode Island",6589,*****,3599,432,1457,412,1457,412,0,210,0,210,0,210,2142,118,1178,470,964,454,697,435,267,236,2990,432,963,413,963,413,0,210,0,210,0,210,2027,118,1110,408,917,440,798,437,119,146
0500000US44007,44007,"Providence County, Rhode Island",127309,*****,63472,*****,22195,*****,20835,592,1360,592,274,316,1086,560,41277,*****,16454,2031,24823,2032,9954,1850,14869,2154,63837,*****,20470,*****,19168,634,1302,634,391,288,911,565,43367,*****,19352,1973,24015,1973,11786,1468,12229,1911
0500000US45013,45013,"Beaufort County, South Carolina",19823,*****,10713,718,3405,669,2993,961,412,388,0,204,412,388,7308,261,2105,767,5203,940,346,225,4857,989,9110,718,3674,669,2530,572,1144,600,34,58,1110,617,5436,262,1744,527,3692,571,735,453,2957,657
0500000US45015,45015,"Berkeley County, South Carolina",11770,*****,6167,503,2132,507,2132,507,0,204,0,204,0,204,4035,193,1516,565,2519,572,693,498,1826,657,5603,503,1968,507,1911,504,57,97,0,204,57,97,3635,193,2178,558,1457,580,322,196,1135,599
0500000US45019,45019,"Charleston County, South Carolina",19278,*****,10763,419,3208,419,2962,538,246,251,88,170,158,210,7555,*****,2206,905,5349,906,703,526,4646,1161,8515,419,3196,419,3151,420,45,61,0,204,45,61,5319,*****,2116,963,3203,963,879,529,2324,880
0500000US45035,45035,"Dorchester County, South Carolina",6900,*****,3914,407,1663,357,1332,156,331,341,247,347,84,153,2251,230,1339,645,912,533,0,204,912,533,2986,407,721,357,631,367,90,158,0,204,90,158,2265,230,873,446,1392,549,421,417,971,629
0500000US45041,45041,"Florence County, South Carolina",3375,*****,2120,376,606,528,564,521,42,69,0,204,42,69,1514,510,658,645,856,406,376,315,480,336,1255,376,227,257,134,133,93,134,0,204,93,134,1028,306,330,329,698,393,130,140,568,454
0500000US45045,45045,"Greenville County, South Carolina",41096,*****,22039,*****,7346,*****,6772,420,574,420,106,188,468,363,14693,*****,3312,1108,11381,1108,3080,1087,8301,1317,19057,*****,6954,*****,6018,561,936,561,51,69,885,565,12103,*****,3941,780,8162,780,2619,678,5543,696
0500000US45051,45051,"Horry County, South Carolina",17635,*****,9444,539,2559,503,2498,505,61,113,0,204,61,113,6885,239,1594,652,5291,595,313,385,4978,782,8191,539,3490,503,3259,524,231,270,0,204,231,270,4701,239,1090,562,3611,556,527,296,3084,573
0500000US45063,45063,"Lexington County, South Carolina",15556,*****,7958,404,2254,401,2211,394,43,70,0,204,43,70,5704,159,2155,696,3549,714,613,491,2936,680,7598,404,3456,401,2914,555,542,365,0,204,542,365,4142,159,1629,549,2513,559,607,377,1906,512
0500000US45079,45079,"Richland County, South Carolina",19973,*****,10519,216,2793,216,2793,216,0,204,0,204,0,204,7726,*****,4352,1151,3374,1151,697,389,2677,1112,9454,216,3216,216,3160,250,56,110,0,204,56,110,6238,*****,3539,864,2699,864,805,307,1894,776
0500000US45083,45083,"Spartanburg County, South Carolina",18166,*****,9977,739,3681,680,3594,692,87,140,0,204,87,140,6296,286,1704,845,4592,882,502,354,4090,918,8189,739,3501,680,2963,1119,538,772,78,131,460,702,4688,285,1540,600,3148,620,909,464,2239,736
0500000US45091,45091,"York County, South Carolina",11671,*****,5211,260,1442,182,1282,264,160,180,65,117,95,149,3769,193,2074,746,1695,866,369,337,1326,645,6460,259,2934,182,2752,349,182,267,0,204,182,267,3526,193,2076,593,1450,625,637,372,813,490
0500000US46099,46099,"Minnehaha County, South Dakota",8355,*****,4488,371,2028,364,1971,369,57,91,7,14,50,88,2460,94,1206,436,1254,441,268,246,986,498,3867,371,1266,363,1266,363,0,155,0,155,0,155,2601,94,1297,456,1304,461,13,23,1291,461
0500000US47011,47011,"Bradley County, Tennessee",5499,*****,3316,401,1265,323,1229,350,36,71,0,203,36,71,2051,382,431,363,1620,243,154,186,1466,301,2183,401,793,323,757,310,36,71,36,71,0,203,1390,382,698,360,692,301,294,322,398,287
0500000US47037,47037,"Davidson County, Tennessee",65382,*****,35367,*****,12255,*****,10809,643,1446,643,0,203,1446,643,23112,*****,5654,1232,17458,1232,3220,1111,14238,1280,30015,*****,11852,*****,10220,651,1632,651,219,299,1413,624,18163,*****,5503,1197,12660,1197,1667,854,10993,1267
0500000US47065,47065,"Hamilton County, Tennessee",17208,*****,9180,266,3315,265,2994,210,321,324,165,260,156,202,5865,*****,1424,680,4441,679,862,526,3579,749,8028,265,3341,266,2866,386,475,541,35,63,440,541,4687,*****,1925,604,2762,605,407,339,2355,705
0500000US47093,47093,"Knox County, Tennessee",16651,*****,8666,527,3054,476,2998,488,56,105,56,105,0,203,5612,255,2063,1050,3549,990,588,533,2961,725,7985,527,3051,476,3051,476,0,203,0,203,0,203,4934,255,3034,536,1900,514,760,461,1140,617
0500000US47125,47125,"Montgomery County, Tennessee",17007,*****,8641,180,2944,180,2880,207,64,107,0,203,64,107,5697,*****,4305,709,1392,708,527,396,865,493,8366,180,3195,180,3195,180,0,203,0,203,0,203,5171,*****,3680,668,1491,668,866,555,625,409
0500000US47149,47149,"Rutherford County, Tennessee",19724,*****,10684,379,4096,296,3179,489,917,670,73,122,844,664,6588,228,1775,716,4813,756,472,375,4341,840,9040,379,3667,296,3607,292,60,75,0,203,60,75,5373,227,755,523,4618,488,1307,712,3311,690
0500000US47157,47157,"Shelby County, Tennessee",55502,*****,30301,*****,11300,*****,10531,498,769,498,146,165,623,472,19001,*****,6145,1424,12856,1424,1376,626,11480,1622,25201,*****,10794,*****,10144,396,650,396,0,203,650,396,14407,*****,5135,1085,9272,1085,1405,670,7867,1154
0500000US47165,47165,"Sumner County, Tennessee",7121,*****,3786,448,1580,431,1255,395,325,291,87,157,238,287,2206,194,791,421,1415,353,229,240,1186,364,3335,448,1291,431,938,556,353,316,0,203,353,316,2044,195,674,643,1370,607,101,129,1269,598
0500000US47187,47187,"Williamson County, Tennessee",9267,*****,4263,734,1542,607,1542,607,0,203,0,203,0,203,2721,282,1418,678,1303,559,643,520,660,544,5004,733,2145,608,2145,608,0,203,0,203,0,203,2859,281,1889,750,970,686,730,640,240,273
0500000US48005,48005,"Angelina County, Texas",18197,*****,9843,710,4043,710,3410,800,633,520,0,213,633,520,5800,*****,2475,747,3325,747,1376,533,1949,672,8354,710,3113,710,2883,931,230,340,0,213,230,340,5241,*****,2711,783,2530,783,1458,788,1072,505
0500000US48021,48021,"Bastrop County, Texas",25939,*****,13784,378,5013,378,4448,439,565,403,0,213,565,403,8771,*****,5211,972,3560,972,434,389,3126,914,12155,378,4614,378,4397,470,217,282,0,213,217,282,7541,*****,3876,749,3665,749,162,170,3503,734
0500000US48027,48027,"Bell County, Texas",75828,*****,38498,*****,14081,*****,13757,324,324,323,91,110,233,253,24417,*****,18843,1568,5574,1568,1573,774,4001,1209,37330,*****,13402,*****,12772,431,630,431,144,140,486,404,23928,*****,18391,1377,5537,1377,2627,937,2910,1061
0500000US48029,48029,"Bexar County, Texas",1074327,*****,526205,*****,166339,*****,159555,1815,6784,1815,569,370,6215,1795,359866,*****,277855,6039,82011,6039,24388,2680,57623,5148,548122,*****,160542,*****,156026,1179,4516,1179,651,330,3865,1173,387580,*****,306439,5190,81141,5190,32166,3115,48975,4082
0500000US48039,48039,"Brazoria County, Texas",95520,*****,49388,*****,16980,*****,16646,486,334,486,0,213,334,486,32408,*****,19029,1935,13379,1935,3437,1173,9942,2160,46132,*****,16354,*****,15108,1034,1246,1033,0,213,1246,1033,29778,*****,18911,1968,10867,1968,2690,989,8177,1750
0500000US48041,48041,"Brazos County, Texas",49742,*****,25740,*****,7813,*****,7453,318,360,318,26,44,334,313,17927,*****,9411,1398,8516,1398,1316,724,7200,1403,24002,*****,7608,*****,7170,307,438,307,218,296,220,186,16394,*****,10232,1099,6162,1099,1307,587,4855,1104
0500000US48061,48061,"Cameron County, Texas",369397,*****,177381,*****,63742,*****,61330,902,2412,901,144,151,2268,857,113639,*****,72164,3872,41475,3872,12554,2107,28921,3865,192016,*****,61603,*****,56928,1854,4675,1854,237,268,4438,1873,130413,*****,79285,3678,51128,3678,15368,1919,35760,3556
0500000US48085,48085,"Collin County, Texas",128318,*****,64867,*****,23652,*****,22371,632,1281,632,255,281,1026,526,41215,*****,19265,2389,21950,2388,4646,1239,17304,2435,63451,*****,22618,*****,21322,705,1296,705,239,246,1057,636,40833,*****,22544,1976,18289,1977,6823,1303,11466,1748
0500000US48091,48091,"Comal County, Texas",31084,*****,15730,635,5438,635,5215,708,223,230,0,213,223,230,10292,*****,7554,907,2738,906,829,473,1909,827,15354,636,4761,636,4227,571,534,701,0,213,534,701,10593,*****,8117,785,2476,785,881,485,1595,689
0500000US48099,48099,"Coryell County, Texas",13097,*****,6930,190,2402,159,2402,159,0,213,0,213,0,213,4528,129,3520,391,1008,403,202,198,806,374,6167,190,1914,158,1914,158,0,213,0,213,0,213,4253,129,2701,642,1552,632,279,204,1273,646
0500000US48113,48113,"Dallas County, Texas",967314,*****,500002,*****,179155,*****,164887,1829,14268,1829,772,412,13496,1802,320847,*****,110787,5256,210060,5256,44274,4035,165786,6163,467312,*****,171851,*****,158424,2551,13427,2551,667,393,12760,2554,295461,*****,115712,4907,179749,4907,37227,3423,142522,5094
0500000US48121,48121,"Denton County, Texas",137449,*****,69384,*****,25146,*****,22413,1274,2733,1274,51,84,2682,1276,44238,*****,20975,2246,23263,2246,6099,1391,17164,2187,68065,*****,24289,*****,22817,618,1472,618,145,192,1327,548,43776,*****,21648,1614,22128,1615,4432,1002,17696,1591
0500000US48135,48135,"Ector County, Texas",84258,*****,42739,*****,15300,*****,14678,542,622,542,0,213,622,542,27439,*****,15766,1837,11673,1838,3385,1069,8288,1738,41519,*****,14609,*****,14146,344,463,344,0,213,463,344,26910,*****,19008,1333,7902,1333,2088,787,5814,1221
0500000US48139,48139,"Ellis County, Texas",38303,*****,19708,*****,7592,*****,7200,341,392,341,21,46,371,350,12116,*****,7527,1022,4589,1022,1655,841,2934,911,18595,*****,6953,*****,6622,277,331,277,17,31,314,266,11642,*****,7403,734,4239,734,1361,528,2878,704
0500000US48141,48141,"El Paso County, Texas",671312,*****,321265,*****,103692,*****,98580,1852,5112,1852,892,492,4220,1831,217573,*****,137146,3525,80427,3525,31183,2669,49244,3502,350047,*****,100120,*****,95695,1223,4425,1222,329,243,4096,1238,249927,*****,137422,5420,112505,5419,46062,3172,66443,4782
0500000US48157,48157,"Fort Bend County, Texas",156488,*****,78060,*****,26977,*****,24304,1090,2673,1090,71,117,2602,1110,51083,*****,25055,2451,26028,2452,8236,1630,17792,2515,78428,*****,26201,*****,24578,930,1623,929,136,225,1487,892,52227,*****,27273,3083,24954,3083,9020,1586,15934,3029
0500000US48167,48167,"Galveston County, Texas",72075,*****,36652,*****,12506,*****,12337,172,169,172,0,213,169,172,24146,*****,15736,1702,8410,1702,2092,845,6318,1440,35423,*****,11700,*****,11601,100,99,100,0,213,99,100,23723,*****,15981,1361,7742,1361,2989,851,4753,1221
0500000US48181,48181,"Grayson County, Texas",14931,*****,8011,495,3486,482,3172,625,314,379,0,213,314,379,4525,187,1853,634,2672,650,1327,942,1345,602,6920,495,2610,482,2275,511,335,256,0,213,335,256,4310,187,2455,606,1855,584,363,276,1492,506
0500000US48183,48183,"Gregg County, Texas",21550,*****,11770,604,4880,604,4752,605,128,145,28,52,100,130,6890,*****,2286,796,4604,796,887,481,3717,818,9780,604,4043,604,3631,745,412,368,0,213,412,368,5737,*****,2876,442,2861,442,509,258,2352,422
0500000US48187,48187,"Guadalupe County, Texas",52372,*****,26470,440,9259,441,9101,481,158,187,0,213,158,187,17211,*****,14270,946,2941,946,741,460,2200,804,25902,441,7885,441,7826,472,59,108,0,213,59,108,18017,*****,14953,830,3064,829,1210,619,1854,682
0500000US48201,48201,"Harris County, Texas",1803547,*****,926510,*****,315618,*****,293201,3424,22417,3424,1796,822,20621,3357,610892,*****,232516,7980,378376,7980,88309,5633,290067,9907,877037,*****,303561,*****,281227,3582,22334,3582,2087,981,20247,3377,573476,*****,245327,7180,328149,7180,93636,5118,234513,7327
0500000US48203,48203,"Harrison County, Texas",8061,*****,4370,516,1860,360,1768,393,92,127,56,110,36,64,2510,223,772,443,1738,537,583,452,1155,545,3691,516,1657,360,1540,354,117,147,73,124,44,78,2034,224,634,436,1400,478,166,149,1234,503
0500000US48209,48209,"Hays County, Texas",64663,*****,32336,*****,10557,*****,10014,418,543,419,0,213,543,419,21779,*****,16587,1345,5192,1345,1557,756,3635,1398,32327,*****,10289,*****,10227,103,62,103,0,213,62,103,22038,*****,18171,1143,3867,1142,934,518,2933,1070
0500000US48213,48213,"Henderson County, Texas",9301,*****,4711,665,1780,607,1727,617,53,69,0,213,53,69,2931,238,676,381,2255,351,253,275,2002,376,4590,665,1895,607,1820,604,75,129,0,213,75,129,2695,238,788,487,1907,411,89,135,1818,441
0500000US48215,48215,"Hidalgo County, Texas",742895,*****,362290,*****,134294,*****,124882,2158,9412,2158,317,247,9095,2098,227996,*****,134405,5198,93591,5198,20996,2360,72595,4581,380605,*****,129754,*****,120625,2410,9129,2410,803,462,8326,2346,250851,*****,138644,4721,112207,4721,28267,2763,83940,5178
0500000US48231,48231,"Hunt County, Texas",12729,*****,5553,653,1651,475,1651,475,0,213,0,213,0,213,3902,283,2937,440,965,396,258,277,707,321,7176,653,3471,475,3471,475,0,213,0,213,0,213,3705,284,2275,632,1430,472,230,276,1200,469
0500000US48245,48245,"Jefferson County, Texas",46577,*****,26424,*****,8156,*****,7751,362,405,362,0,213,405,362,18268,*****,9788,1433,8480,1434,2268,825,6212,1156,20153,*****,7613,*****,6898,399,715,399,0,213,715,399,12540,*****,5972,1035,6568,1035,2157,1059,4411,1056
0500000US48251,48251,"Johnson County, Texas",29988,*****,16072,272,6129,272,5636,476,493,445,0,213,493,445,9943,*****,5909,879,4034,879,1508,714,2526,739,13916,272,5205,272,5205,272,0,213,0,213,0,213,8711,*****,5353,884,3358,884,1164,614,2194,762
0500000US48257,48257,"Kaufman County, Texas",20380,*****,10309,361,4159,361,4115,371,44,79,0,213,44,79,6150,*****,3516,764,2634,765,877,582,1757,660,10071,360,4065,361,3822,411,243,303,0,213,243,303,6006,*****,3723,751,2283,751,497,346,1786,764
0500000US48291,48291,"Liberty County, Texas",15188,*****,6946,409,2017,277,1994,270,23,41,0,213,23,41,4929,248,2620,891,2309,782,306,298,2003,762,8242,410,3538,276,3538,276,0,213,0,213,0,213,4704,249,3124,535,1580,530,198,203,1382,467
0500000US48303,48303,"Lubbock County, Texas",96611,*****,48427,*****,16548,*****,16506,70,42,69,0,213,42,69,31879,*****,27192,1664,4687,1664,1953,904,2734,1262,48184,*****,15833,*****,15626,224,207,225,0,213,207,225,32351,*****,28640,1225,3711,1225,1690,794,2021,867
0500000US48309,48309,"McLennan County, Texas",59767,*****,30402,*****,11274,*****,10614,421,660,421,0,213,660,421,19128,*****,10671,1514,8457,1514,2539,1058,5918,1424,29365,*****,10593,*****,10353,217,240,217,0,213,240,217,18772,*****,11850,1238,6922,1239,2172,666,4750,1119
0500000US48329,48329,"Midland County, Texas",62181,*****,31967,806,11894,806,11823,795,71,119,0,213,71,119,20073,*****,13812,1446,6261,1446,1126,608,5135,1449,30214,806,10194,806,10005,788,189,252,0,213,189,252,20020,*****,15245,1154,4775,1154,1245,833,3530,1217
0500000US48339,48339,"Montgomery County, Texas",109388,*****,56250,*****,21095,*****,17988,1403,3107,1403,372,530,2735,1317,35155,*****,14573,1965,20582,1965,4495,1444,16087,2096,53138,*****,20322,*****,18477,1236,1845,1235,99,109,1746,1230,32816,*****,14866,1866,17950,1866,2909,1104,15041,2070
0500000US48347,48347,"Nacogdoches County, Texas",12069,*****,5958,522,2267,402,1682,576,585,455,0,213,585,455,3691,285,860,507,2831,493,196,228,2635,545,6111,522,2503,402,2113,650,390,368,0,213,390,368,3608,285,1520,517,2088,594,399,316,1689,666
0500000US48355,48355,"Nueces County, Texas",218176,*****,106678,*****,32721,*****,32187,437,534,437,163,271,371,343,73957,*****,64317,1976,9640,1976,4008,984,5632,1557,111498,*****,31641,*****,31304,339,337,339,37,63,300,326,79857,*****,69593,2070,10264,2070,4075,1013,6189,1884
0500000US48367,48367,"Parker County, Texas",13630,*****,7127,424,2425,424,2425,424,0,213,0,213,0,213,4702,*****,2539,622,2163,622,488,398,1675,555,6503,424,2609,424,2595,425,14,28,0,213,14,28,3894,*****,3062,366,832,367,161,144,671,415
0500000US48375,48375,"Potter County, Texas",44698,*****,23815,458,8889,458,8747,482,142,132,0,213,142,132,14926,*****,9191,889,5735,889,1529,565,4206,809,20883,458,7556,458,7398,476,158,136,0,213,158,136,13327,*****,8501,1032,4826,1032,1495,660,3331,1028
0500000US48381,48381,"Randall County, Texas",23658,*****,11932,335,4228,335,4228,335,0,213,0,213,0,213,7704,*****,6554,513,1150,512,323,270,827,430,11726,335,4087,335,4087,335,0,213,0,213,0,213,7639,*****,6874,320,765,320,253,179,512,315
0500000US48397,48397,"Rockwall County, Texas",14220,*****,6918,662,2642,462,2642,462,0,213,0,213,0,213,4276,373,1740,981,2536,960,577,644,1959,1084,7302,662,2806,462,2516,633,290,319,0,213,290,319,4496,373,2535,710,1961,715,1090,649,871,615
0500000US48409,48409,"San Patricio County, Texas",36627,*****,18169,*****,5976,*****,5860,140,116,140,116,140,0,213,12193,*****,11059,559,1134,559,268,240,866,520,18458,*****,5817,*****,5775,60,42,60,32,57,10,19,12641,*****,11444,443,1197,443,635,355,562,319
0500000US48423,48423,"Smith County, Texas",39559,*****,20371,*****,8094,*****,7441,529,653,529,107,187,546,504,12277,*****,4675,1216,7602,1216,1924,696,5678,1294,19188,*****,7740,*****,7411,311,329,311,0,213,329,311,11448,*****,4788,1148,6660,1148,2005,720,4655,1093
0500000US48439,48439,"Tarrant County, Texas",526977,*****,267306,*****,99556,*****,94156,1417,5400,1417,362,326,5038,1361,167750,*****,77129,4022,90621,4021,19188,2298,71433,4155,259671,*****,96686,*****,89488,2114,7198,2114,1438,1388,5760,1698,162985,*****,82600,4472,80385,4471,19364,2440,61021,4175
0500000US48441,48441,"Taylor County, Texas",31044,*****,15382,*****,5581,*****,5581,4,0,213,0,213,0,213,9801,*****,8023,733,1778,733,385,264,1393,718,15662,*****,5450,*****,5420,51,30,51,0,213,30,51,10212,*****,8671,524,1541,524,722,358,819,437
0500000US48451,48451,"Tom Green County, Texas",42839,*****,21222,*****,6888,*****,6516,451,372,451,0,213,372,451,14334,*****,11497,695,2837,695,1118,438,1719,652,21617,*****,6593,*****,6421,296,172,296,0,213,172,296,15024,*****,12437,709,2587,709,1022,503,1565,581
0500000US48453,48453,"Travis County, Texas",379331,*****,195116,*****,63233,*****,57743,1283,5490,1283,773,632,4717,1345,131883,*****,72266,4615,59617,4615,10686,2231,48931,4759,184215,*****,59986,*****,55602,1461,4384,1461,701,663,3683,1361,124229,*****,71866,3521,52363,3521,13034,2216,39329,3190
0500000US48469,48469,"Victoria County, Texas",40462,*****,20083,*****,6739,*****,6693,79,46,79,0,213,46,79,13344,*****,10917,719,2427,720,801,409,1626,657,20379,*****,6519,*****,6370,199,149,199,0,213,149,199,13860,*****,12224,637,1636,636,666,366,970,549
0500000US48471,48471,"Walker County, Texas",12065,*****,7736,935,1141,590,1103,582,38,66,6,12,32,65,6595,563,4472,789,2123,461,566,315,1557,452,4329,935,1728,590,1653,584,75,112,0,213,75,112,2601,564,1173,450,1428,634,632,368,796,494
0500000US48479,48479,"Webb County, Texas",250082,*****,121838,*****,44544,*****,42425,948,2119,948,84,100,2035,941,77294,*****,49800,2721,27494,2721,7944,1182,19550,2421,128244,*****,42640,*****,40612,631,2028,631,113,158,1915,663,85604,*****,51840,2182,33764,2182,9696,1533,24068,2144
0500000US48485,48485,"Wichita County, Texas",23601,*****,12908,228,4318,228,4157,249,161,180,0,213,161,180,8590,*****,6718,480,1872,480,601,276,1271,417,10693,228,3795,227,3756,220,39,77,0,213,39,77,6898,*****,5008,700,1890,701,500,301,1390,661
0500000US48491,48491,"Williamson County, Texas",112001,*****,55896,*****,20396,*****,19550,645,846,645,28,48,818,650,35500,*****,24013,2118,11487,2118,3101,1615,8386,2014,56105,*****,19735,*****,18965,560,770,560,47,77,723,554,36370,*****,25686,2064,10684,2065,4037,1010,6647,1932
0500000US49005,49005,"Cache County, Utah",11953,*****,6067,462,2601,392,2372,487,229,225,0,185,229,225,3466,174,1399,486,2067,468,600,354,1467,380,5886,462,2504,391,2350,477,154,188,0,185,154,188,3382,174,1127,436,2255,417,708,316,1547,405
0500000US49011,49011,"Davis County, Utah",28380,*****,14535,*****,5715,*****,5392,245,323,245,178,228,145,153,8820,*****,5810,818,3010,818,1266,549,1744,617,13845,*****,5340,*****,5154,232,186,233,158,233,28,50,8505,*****,5535,768,2970,768,1819,665,1151,561
0500000US49035,49035,"Salt Lake County, Utah",189707,*****,98010,*****,36995,*****,33222,1235,3773,1235,218,237,3555,1232,61015,*****,26678,3221,34337,3221,7367,1566,26970,3171,91697,*****,35527,*****,32502,1261,3025,1261,383,374,2642,1184,56170,*****,24792,2427,31378,2428,8044,1503,23334,2737
0500000US49049,49049,"Utah County, Utah",60833,*****,31302,*****,12760,*****,11714,484,1046,484,31,49,1015,483,18542,*****,7959,1251,10583,1251,3419,851,7164,1188,29531,*****,11891,*****,11100,634,791,634,49,77,742,633,17640,*****,5978,1144,11662,1144,3042,695,8620,1329
0500000US49053,49053,"Washington County, Utah",14591,*****,7215,673,2554,605,2554,605,0,185,0,185,0,185,4661,296,1914,570,2747,515,449,343,2298,555,7376,673,3284,604,2965,516,319,397,0,185,319,397,4092,297,1524,620,2568,559,376,337,2192,693
0500000US49057,49057,"Weber County, Utah",41514,*****,21313,*****,8387,*****,8038,294,349,294,152,242,197,195,12926,*****,8417,1077,4509,1077,1031,515,3478,937,20201,*****,7950,*****,7423,382,527,382,86,148,441,356,12251,*****,8481,972,3770,971,1298,488,2472,742
0500000US51003,51003,"Albemarle County, Virginia",5899,*****,3453,445,1075,229,1002,227,73,131,0,198,73,131,2378,386,548,397,1830,634,669,644,1161,442,2446,445,940,229,940,229,0,198,0,198,0,198,1506,385,515,327,991,386,69,91,922,392
0500000US51013,51013,"Arlington County, Virginia",35050,*****,17955,257,4027,257,3678,448,349,297,37,68,312,303,13928,*****,4920,1353,9008,1354,2283,949,6725,1737,17095,257,4382,258,3536,603,846,613,0,198,846,613,12713,*****,5148,1077,7565,1077,3028,754,4537,1034
0500000US51041,51041,"Chesterfield County, Virginia",25349,*****,12825,798,4141,798,3624,674,517,369,359,340,158,178,8684,*****,3766,1043,4918,1043,1402,906,3516,946,12524,798,4813,798,4592,857,221,242,0,198,221,242,7711,*****,4775,932,2936,932,723,437,2213,941
0500000US51059,51059,"Fairfax County, Virginia",183358,*****,93977,*****,28435,*****,25720,785,2715,785,671,530,2044,709,65542,*****,18762,2394,46780,2393,12183,1818,34597,2850,89381,*****,27108,*****,24028,1074,3080,1073,427,333,2653,1051,62273,*****,15617,2118,46656,2118,16454,2087,30202,2991
0500000US51061,51061,"Fauquier County, Virginia",4652,*****,2733,267,1268,255,1268,255,0,198,0,198,0,198,1465,100,282,256,1183,258,169,205,1014,291,1919,267,496,255,320,170,176,252,0,198,176,252,1423,100,664,341,759,327,309,229,450,275
